|clean_text|polarity|sentiment|created_at|id_str|user_location|screen_name|retweet_count|topic|followers
40|Valores para ganar dinero este 2020 de 6 a 12 meses ACERINOX 9 92 AMADEUS|0.0|neutral|2020-01-05 11:15:51|1213781147148312576||gozatuz|0|bankinter|0
41|Lo poco gusta lo mucho cansa tanta coba a todas horas y por cualquier tonter a a Dancausa|0.0|neutral|2020-01-05 10:41:54|1213772605620129802|Aqui no estoy|ayniego|0|bankinter|0
42|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:59:59|1213973450940977155|Lestrove|mablja|8140|hipoteca|0
43|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:59:02|1213973211324567554||coapicito|8140|hipoteca|0
44|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:58:58|1213973191594512390|Rep. Independent de collserola|oscar_sebastia|8140|hipoteca|0
45|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:58:33|1213973087328374785||salboctor|3212|hipoteca|0
46|Por supuesto que necesitas preparaci n acad mica y profesional Tienes que saber lo que es trabajar pa|0.0|neutral|2020-01-05 23:57:53|1213972921699487744||desmoJuanCar|0|hipoteca|0
47|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:57:48|1213972901495549953|Valencia, Spain.|josebmb|8140|hipoteca|0
48|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:57:37|1213972852849938432|madrid|javiquizas|8140|hipoteca|0
49|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:57:01|1213972704635899904|Madrid|fsangar60|8140|hipoteca|0
50|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:56:28|1213972562918723584|Comisariado Shemasko |AdrasteaQuiesce|8140|hipoteca|0
51|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:56:16|1213972515715989505|Barcelona|Axila_Lluminosa|8140|hipoteca|0
52|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:56:16|1213972511928586250||anuskatere|8140|hipoteca|0
53|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:56:13|1213972502550061062||Anarusti|8140|hipoteca|0
54|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:56:04|1213972464465842179||hectormuj8|8140|hipoteca|0
55|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:55:23|1213972290301579266|ayamonte|ville2389|8140|hipoteca|0
56|RT Martinez58 Se oras y se ores con todos ustedes Adolfo Suarez Illana un tonto esf rico torero franquista machista con hipot|0.0|neutral|2020-01-05 23:55:14|1213972255786643456||sobretodoyo|546|hipoteca|0
57|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:55:06|1213972222240534528|Onda, País Valencià|perealvaro|8140|hipoteca|0
58|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:54:57|1213972183908782080|en una casa que no es mía|ivantejedor77|8140|hipoteca|0
59|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:54:50|1213972153005223936|Vigo, España|MrRCCV|727|hipoteca|0
60|En fin la hipoteca|0.0|neutral|2020-01-05 23:54:06|1213971969433096192|Madrid, Comunidad de Madrid|smpiterno|0|hipoteca|0
61|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:53:53|1213971912709279750|España|pabloangel71|727|hipoteca|0
62|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:53:52|1213971910305947654||DesengaLpez|8140|hipoteca|0
63|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:53:35|1213971838642073601|028|ElBarrionalista|8140|hipoteca|0
64|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:53:26|1213971802785009664|Coín, España|TeoTodorov4|3212|hipoteca|0
65|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:53:17|1213971764298047488|Barcelona - Girona|xavier_pages|8140|hipoteca|0
66|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:52:08|1213971474563903492||gnefauh|3212|hipoteca|0
67|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:51:43|1213971368993345543|alicante antifascista|carlamtnzzz|8140|hipoteca|0
68|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:51:16|1213971254044168194||DimoniBcn|8140|hipoteca|0
69|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:50:53|1213971157399015424|La Tierra|talonroto|8140|hipoteca|0
70|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:50:17|1213971007490449408|La ciudad del paraíso|glucogeno78|727|hipoteca|0
71|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:50:03|1213970948812136449|🇯🇴|miss_redcape|8140|hipoteca|0
72|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:49:27|1213970798119211013||ElTrolJonh|8140|hipoteca|0
73|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:49:18|1213970762551484417||japapatuit|8140|hipoteca|0
74|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:49:04|1213970702925225985||marlitore1|8140|hipoteca|0
75|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:48:50|1213970641432596481|España|1985Jonh|3212|hipoteca|0
76|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:48:42|1213970609664856064||BarreroManu|727|hipoteca|0
77|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:48:26|1213970542879035392||migue_delpino|8140|hipoteca|0
78|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:48:23|1213970531034292224||mapeor99|3212|hipoteca|0
79|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:48:07|1213970462797180933|El mundo|ValentinCarrera|8140|hipoteca|0
80|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:47:37|1213970337555210240||willyking72|8140|hipoteca|0
81|RT No es Applebee s o si a Ud le gustaba o no es que ma ana no hay otro empleo y s amanecen vivitos la hipoteca la prenda|0.0|neutral|2020-01-05 23:47:34|1213970325853134848||luicasur|56|hipoteca|0
82|RT No es Applebee s o si a Ud le gustaba o no es que ma ana no hay otro empleo y s amanecen vivitos la hipoteca la prenda|0.0|neutral|2020-01-05 23:46:28|1213970049184219143|Noruega|TICOJOSECR|56|hipoteca|0
83|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:46:12|1213969982398357504|Canarias|JohnFordFiesta|8140|hipoteca|0
84|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:45:44|1213969864056016901||IRacaj|8140|hipoteca|0
85|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:45:30|1213969805960794112||Antonianomart13|8140|hipoteca|0
86|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:45:17|1213969748830117899|España|niuna78|3212|hipoteca|0
87|Estos que se han juntado el de la mansi n si ese que le dan hipoteca sin tener un tra|0.0|neutral|2020-01-05 23:45:04|1213969695986135041||barranco_sergio|0|hipoteca|0
88|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:44:41|1213969597633880064|Almería|demontxus|8140|hipoteca|0
89|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:44:33|1213969563613835266||alba_juanm|727|hipoteca|0
90|RT No es Applebee s o si a Ud le gustaba o no es que ma ana no hay otro empleo y s amanecen vivitos la hipoteca la prenda|0.0|neutral|2020-01-05 23:43:36|1213969325977227265|San josé, Costa Rica |federnais2000|56|hipoteca|0
91|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:43:06|1213969201834143745|Catalunya|elenamaso|8140|hipoteca|0
92|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:42:22|1213969014722048002||meninadanzarina|8140|hipoteca|0
93|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:42:19|1213969001925238784|Barcelona (Spain)|JordiNadal|8140|hipoteca|0
94|81 Con el tiempo que nos va a llevar pagar la hipoteca|0.0|neutral|2020-01-05 23:42:09|1213968961022377984|On tour|Pau_1975|0|hipoteca|0
95|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:42:03|1213968936863240194|Cádiz, España|Jones007Paco|3212|hipoteca|0
96|RT Martinez58 Se oras y se ores con todos ustedes Adolfo Suarez Illana un tonto esf rico torero franquista machista con hipot|0.0|neutral|2020-01-05 23:41:30|1213968797096402946|Cantabria, España|HiginiaAparicio|546|hipoteca|0
97|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:41:28|1213968791052464129|Comunidad de Madrid|Nosevende_APMad|8140|hipoteca|0
98|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:41:02|1213968682331901952|Reus, Baix Camp, Catalunya|EOR22334170|8140|hipoteca|0
99|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:41:02|1213968680016592897|Madrid|Amelycie|8140|hipoteca|0
100|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:40:46|1213968614770040834||FranGallRuiz|8140|hipoteca|808
101|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:40:19|1213968499682553862||ionferrico|8140|hipoteca|0
102|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:40:07|1213968451221491713||puchysg|727|hipoteca|0
103|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:39:57|1213968407529508865||Mara79114274|8140|hipoteca|0
104|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:39:34|1213968310099992577||pi18081988|3212|hipoteca|0
105|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:39:23|1213968263702597632||MiquelFumanal|8140|hipoteca|0
106|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:39:08|1213968203849842688||amartiba|8140|hipoteca|0
107|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:38:48|1213968119183675392||AndrsRusGarcia1|3212|hipoteca|0
108|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:38:44|1213968101139795968|Königsberg|TheHohenzollern|727|hipoteca|0
109|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:38:33|1213968055442853888||joanbuenop|8140|hipoteca|0
110|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:38:20|1213968001311158273||free_yellow1|8140|hipoteca|0
111|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:38:10|1213967957732270083||susodom|8140|hipoteca|0
112|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:37:39|1213967827742445570|Pastissos Casolans|dubitativ|8140|hipoteca|0
113|RT Martinez58 Se oras y se ores con todos ustedes Adolfo Suarez Illana un tonto esf rico torero franquista machista con hipot|0.0|neutral|2020-01-05 23:37:31|1213967796578725888||pilcrespher|546|hipoteca|0
114|RT No es Applebee s o si a Ud le gustaba o no es que ma ana no hay otro empleo y s amanecen vivitos la hipoteca la prenda|0.0|neutral|2020-01-05 23:37:30|1213967791314878465||mbatalla14|56|hipoteca|0
115|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:37:23|1213967762298753027|Madrid, Comunidad de Madrid|AnaLo80|3212|hipoteca|0
116|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:36:43|1213967595034087425|Zaragoza|jfandosl|8140|hipoteca|0
117|RT Martinez58 Se oras y se ores con todos ustedes Adolfo Suarez Illana un tonto esf rico torero franquista machista con hipot|0.0|neutral|2020-01-05 23:36:21|1213967503199744002||CMLbrinzal17|546|hipoteca|0
118|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:35:25|1213967266498465798|Alcántara y Cáceres|pacosanta76|727|hipoteca|0
119|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:35:23|1213967258264969222||Pirucmz|8140|hipoteca|0
120|31 Como pueden justificar estar pagando algo y que no se|0.0|neutral|2020-01-05 23:35:22|1213967254666256384||MaliFlores|0|hipoteca|0
121|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:34:54|1213967135413805061|catalunya|sartmoulin|8140|hipoteca|0
122|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:34:47|1213967107387465734||OvisLupus|8140|hipoteca|0
123|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:34:31|1213967040668717057|La Línea de la Concepción, Esp|DiazSoiza|8140|hipoteca|0
124|RT No es Applebee s o si a Ud le gustaba o no es que ma ana no hay otro empleo y s amanecen vivitos la hipoteca la prenda|0.0|neutral|2020-01-05 23:34:16|1213966978664271875|San Jose, Costa Rica|ingenieractc|56|hipoteca|0
125|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:34:02|1213966918954164232|Barcelona, Espanya|mdolorsmd|8140|hipoteca|0
126|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:33:37|1213966813375205378|No acabo yo de ubicarme|McPac_|8140|hipoteca|0
127|RT Los marqueses de Galapagar ambos van a ser ministros Se van a quitar la hipoteca de 600 000 euros en un a o gente de Vall|0.0|neutral|2020-01-05 23:33:33|1213966795197026305|Noáin (Valle de Elorz), España|daviarmen|727|hipoteca|0
128|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:32:50|1213966617421451265||ThePPolitician|3212|hipoteca|0
129|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:32:32|1213966542708379651|Malaga, Spain|MNavarr33717747|3212|hipoteca|0
130|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:32:30|1213966531358531585||piter__kas|8140|hipoteca|0
131|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:32:16|1213966475867893762||Sanjo1979|8140|hipoteca|0
132|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:32:02|1213966413867683840|Córdoba, España|osperotrasegado|8140|hipoteca|0
133|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:31:35|1213966302257307648|Santander|jlgallo75|8140|hipoteca|0
134|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:31:35|1213966301523300352||DavidGP14292878|8140|hipoteca|0
135|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:31:14|1213966212864061444|Moon |Erromoko|8140|hipoteca|0
136|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:31:10|1213966198788018177||carlosbalaguer|8140|hipoteca|0
137|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:30:55|1213966135009402880|Just behind you.. don't blink|Putosforos|3212|hipoteca|0
138|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:30:54|1213966131150622720||gvad2556|3212|hipoteca|0
139|RT Tom s Guitarte de Teruel Existe vive en Valencia Ada Colau ex portavoz de Afectados por la Hipoteca jam s estuvo hipote|0.0|neutral|2020-01-05 23:30:48|1213966105938669568||JuaniJD1|3212|hipoteca|0
140|EN FIN LA HIPOTECA|0.0|neutral|2020-01-05 23:30:47|1213966100377088001|oviedo, asturias etc|pablolpez_|0|hipoteca|0
141|RT La hipoteca es lo de menos Lo importante es que tenga licencia y que los planos no los firme Roc o Monasterio|0.0|neutral|2020-01-05 23:30:40|1213966070958215169|Barcelona, España|sandra_0443|8140|hipoteca|0
